ad_id;tag_id
111306;1153
111695;823
111695;824
111695;825
111695;826
111786;416
111786;417
111786;418
111786;1155
111786;1156
111776;1153
112066;823
112066;824
112066;825
112066;826
112066;203
112066;205
112076;826
112076;786
112076;760
112076;829
112076;830
112076;823
112169;29
112169;725
112169;726
112169;728
112169;730
112169;732
112169;734
112169;729
112169;727
112193;416
112193;417
112193;418
112193;1155
112193;1156
112230;785
112230;786
112230;829
112230;760
112354;480
112354;309
112354;760
112354;761
112354;1035
112393;785
112393;786
112393;829
112393;760
111073;30
111073;31
111073;32
111073;33
111073;34
111073;35
112619;658
112619;659
112619;660
112619;661
112808;785
112808;786
112808;829
112808;760
112946;358
112946;628
112946;629
112965;823
112965;824
112965;825
112965;826
113020;815
113020;613
113020;816
113020;817
113020;818
113020;819
113020;820
113053;823
113053;824
113053;825
113053;826
113056;823
113056;824
113056;825
113056;826
113434;480
113434;309
113434;760
113434;761
113434;1035
113488;1037
113488;1038
113488;1039
113488;1040
113488;1041
113543;255
113655;1034
113655;1035
113655;1036
120793;785
120793;786
120793;829
120793;760
120793;823
120793;824
120793;825
120793;826
120793;1034
120793;1035
120793;1036
120712;946
120712;947
121451;658
121451;659
121451;660
121451;661
122247;658
122247;659
122633;785
122633;786
122633;829
122633;760
129911;658
129911;659
129912;658
129912;659
131745;704
131745;706
131745;713
131745;330
131745;716
131391;770
131391;106
131391;771
134100;29
134100;725
134100;726
134100;728
134100;730
134100;732
134100;734
134100;729
134100;727
135529;823
135529;824
135529;825
135529;826
131429;658
131429;659
131429;660
131429;661
135968;292
135968;293
135968;294
135968;295
139953;453
139953;5
139953;455
139953;5
140159;785
140159;786
140159;829
140159;760
141716;5
141716;203
141716;205
141922;1037
141922;1038
141922;1039
141922;1040
141922;1041
143042;1153
144963;1037
144963;1038
144963;1039
144963;1040
144963;1041
150333;1037
150333;1038
150333;1039
150333;1040
150333;1041
151840;823
151840;824
151840;825
151840;826
152323;658
152323;659
152828;1153
153275;567
153275;568
153385;203
153385;205
153438;772
153438;773
153438;774
153438;768
153684;623
153690;1034
153690;1035
153690;1036
154088;658
154088;659
154097;785
154097;786
154097;829
154097;760
154121;1037
154121;1038
154121;1039
154121;1040
154121;1041
154491;834
154919;623
155050;785
155050;786
155050;829
155050;760
155815;658
155815;659
155888;256
155788;785
155788;786
155788;829
155788;760
155912;815
155912;613
155912;816
155912;817
155912;818
155912;819
155912;820
155887;1142
155887;1143
155887;1144
155887;1145
155961;1146
156044;1146
156378;767
156410;785
156410;786
156410;829
156410;760
156408;1146
156415;1153
156637;613
156637;616
156692;1037
156692;1038
156692;1039
156692;1040
156692;1041
156729;302
156729;303
156902;1146
157219;823
157219;824
157219;825
157219;826
157858;480
157858;309
157858;760
157858;761
157858;1035
158058;882
158058;837
158058;981
158058;980
158058;33
158058;20
158058;992
158563;1153
158573;658
158573;659
158664;576
158664;577
158533;623
159269;658
159269;659
159460;800
160005;785
160005;786
160005;829
160005;760
160113;648
160219;1153
160394;1146
160799;257
160799;257
160799;258
160999;823
160999;824
160999;825
160999;826
161543;608
161543;609
161543;610
161582;656
161582;657
161695;89
161695;90
161695;91
161695;92
161695;56
161695;93
161561;1153
161744;567
161744;568
161806;1153
162607;815
162607;613
162607;816
162607;817
162607;818
162607;819
162607;820
163154;415
163593;1153
163620;1146
163964;785
163964;786
163964;829
163964;760
164028;658
164028;659
164446;186
164446;254
164446;185
164423;1146
164710;658
164710;659
164738;216
164738;217
165167;347
165167;348
165302;440
165295;216
165295;217
166845;292
166845;293
166845;294
166845;295
166487;368
166487;369
167513;1153
167513;993
167513;994
167726;785
167726;786
167726;829
167726;760
171251;1146
171808;1146
171837;658
171837;659
172194;823
172194;824
172194;825
172194;826
173094;658
173094;659
173094;660
173094;661
173381;613
173381;616
178129;658
178129;659
178226;473
178611;815
178611;613
178611;816
178611;817
178611;818
178611;819
178611;820
179633;431
179633;432
179598;29
179598;725
179598;726
179598;728
179598;730
179598;732
179598;734
179598;729
179598;727
179583;1153
180619;658
180619;659
180735;658
180735;659
180794;1153
180794;139
180794;140
180794;141
180794;142
181144;1159
181144;1160
181144;686
181144;1161
181144;1163
181144;1162
181345;1164
181345;332
181345;1165
181383;1166
181383;1166
181383;1166
181383;1167
181576;491
181576;111
181544;1168
181544;1169
181544;1170
181544;1169
181544;1172
181544;1173
181544;902
181544;1169
181544;1171
181544;1061
181981;693
181981;694
181981;695
181981;697
182127;1185
182127;1186
182127;1185
182127;1187
182127;1188
182127;1185
182127;1189
182457;1190
182457;1191
182457;1192
182457;1193
182457;1194
182457;666
182457;1167
182457;59
182457;1195
182488;1196
182488;131
182488;1198
182488;1196
182488;131
182488;1197
182634;1199
182634;1200
182669;1153
182842;1201
182842;1202
182842;1203
182842;1204
182888;1205
182888;1206
182888;1207
182849;1201
182849;1202
182849;1203
182849;1204
183364;1210
183364;56
183364;666
185101;114
185101;115
185594;1211
185594;1212
185594;50
185594;1213
186107;658
186107;659
186176;368
186176;369
186146;658
186146;659
186146;660
186146;661
186899;216
186899;217
187982;1218
187982;1219
188070;94
188070;304
188070;205
188986;815
188986;1221
188986;1222
189103;1159
189103;1160
189103;686
189103;1161
189103;1163
189103;1162
189157;1223
189157;1224
189157;906
189301;1225
189301;1226
189301;1227
189430;658
189430;659
189430;660
189430;661
189524;917
189524;1180
189524;1228
189524;979
189524;170
189846;1229
189846;1230
190280;1234
190280;1235
190280;1236
190280;1237
191110;256
191895;1238
191895;1055
191895;1239
191859;213
191859;305
191859;306
192275;1240
192275;812
192932;815
192932;613
192932;816
192932;817
192932;818
192932;819
192932;820
193048;1242
193048;1243
193048;1244
193048;332
193444;1187
193444;1253
193444;1180
193444;1254
193606;1153
194292;256
193944;1255
193944;1256
193944;1257
194783;658
194783;659
194894;102
194894;1261
194894;1262
195692;1263
195692;1264
195692;1263
196084;1269
196084;186
196084;185
196293;996
196293;1270
195748;772
195748;773
195748;774
195748;768
197451;1275
197451;1276
197484;1277
197484;28
197497;1278
197497;1279
197931;1280
197931;1281
197931;785
197931;823
197931;786
197931;1180
197951;1280
197951;1281
197951;785
197951;823
197951;786
197951;1180
198005;1282
198005;1283
198005;1284
198159;658
198159;659
198159;660
198159;661
198427;1287
198427;1286
198427;1288
198427;1289
198427;1285
198427;1286
198427;1287
198472;256
197501;1294
199746;1295
199746;1296
199746;1297
199746;1298
200489;6
200489;7
200824;312
200824;313
201073;1278
201073;1279
201559;658
201559;659
201559;660
201559;661
204286;1159
204286;1160
204286;686
204286;1161
204286;1163
204286;1162
204678;815
204678;613
204678;816
204678;817
204678;818
204678;819
204678;820
204815;256
204609;36
204609;37
204609;38
204609;39
204609;40
204609;41
205348;256
206365;576
206365;577
206491;786
206491;785
206491;793
206491;824
207763;658
207763;659
207231;725
207231;727
207231;29
207231;729
207231;731
207231;728
207231;733
207231;730
207231;734
207231;732
208122;786
208122;785
208122;793
208122;824
208706;1255
208706;1256
208706;1257
208632;6
208632;7
209000;786
209000;785
209000;793
209000;824
210166;613
210166;616
210281;256
220120;1327
220120;119
220120;1328
220336;256
220321;658
220321;659
221303;198
221303;1355
221303;1356
220454;1342
220454;1343
220454;1180
220454;686
220454;1344
220454;1345
221672;1364
221672;1365
221672;1366
220554;431
220554;432
222520;1164
222520;332
222520;1165
230829;203
230829;205
230829;1255
230829;1256
230829;1257
237748;1376
237748;1377
238145;1345
238145;1342
238145;1346
238145;1347
238145;1348
238326;1382
238326;1383
238214;1378
238214;1379
238214;1380
238214;1381
238540;1384
238540;1385
238540;1386
238540;1387
238658;1392
238658;1393
238658;1205
239189;1153
239836;1397
239836;771
239836;56
240250;658
240250;659
240250;1369
240250;1351
240677;1398
240677;1399
240677;1400
240488;1401
240488;1402
240488;640
240709;1406
240709;1407
240885;1408
240885;1409
240885;1410
240885;1180
241638;1418
241638;1419
241813;332
241813;1076
241813;12
241813;1420
241813;1421
241923;256
223872;1370
223872;1371
242952;332
242952;1426
242952;1427
242178;1422
242178;1423
244628;1431
244628;1432
244628;777
244628;1433
247220;1459
247220;1460
247220;1461
245985;621
245985;1434
245985;1435
248106;1118
248106;1116
248106;1115
252577;1473
252810;256
254072;1474
254072;1475
254072;1476
254059;1477
254059;1478
254059;1479
254800;1484
254800;1485
254842;567
254842;568
255200;1489
255200;1492
255200;1491
255200;1490
255200;1493
255366;111
255366;573
255392;1160
255392;1159
255392;1343
257146;1497
257146;1498
257146;1496
257641;686
257641;1346
257641;1342
257641;1509
257641;1510
257721;686
257721;1345
257721;1342
257721;1348
257721;1346
257754;1418
258193;1511
258193;1512
258193;1513
260532;1522
260532;1523
260532;1524
